id,age,npset,testirt2,oc_comp,oc_reg,irregular
1383,20,0,-0.080933593,0,0,reg
1384,20,7,0.88678247,0,0,reg
1385,23,0,0.88678247,0,0,reg
1386,17,3,0.88678247,0,2,reg
1387,34,3,0.39288607,0,0,irreg
1388,16,0,-1.3719021,0,0,reg
1389,19,5,-0.21159379,0,2,reg
1390,NA,3,0.88678247,NA,NA,reg
1391,28,3,-1.5580217,0,0,reg
1392,20,0,-0.075920001,0,0,reg
1393,19,1,0.26567224,0,0,reg
1394,37,0,0.88678247,NA,NA,irreg
1395,21,0,0.88678247,0,0,irreg
1396,19,0,-0.65249562,0,0,reg
1397,25,0,0.88678247,0,0,reg
1398,57,1,-0.17162523,6,6,reg
1399,19,6,0.88678247,1,1,irreg
1400,NA,0,0.88678247,NA,NA,irreg
1401,NA,1,-0.55680001,0,1,reg
1402,37,2,0.31142372,0,0,reg
1403,NA,8,0.88678247,0,0,reg
1404,NA,0,-0.55288452,0,0,reg
1405,23,2,0.31142372,7,7,reg
1406,31,0,0.39288607,3,3,reg
1407,18,8,-2.8655179,0,0,reg
1408,26,0,0.25758731,0,0,reg
1409,23,3,0.88678247,0,0,reg
1410,38,0,-1.0612034,0,0,reg
1411,27,0,0.38179988,0,0,reg
1412,29,0,0.88678247,0,0,reg
1413,44,0,0.13725428,6,7,reg
1414,38,4,0.30522463,0,0,reg
1415,36,3,0.25758731,NA,NA,reg
1416,22,0,0.30522463,0,0,reg
1417,26,0,0.88678247,1,1,reg
1418,41,1,0.88678247,NA,NA,reg
1419,20,0,0.39288607,NA,NA,reg
1420,63,1,-0.072321698,2,2,reg
1421,NA,0,0.88678247,4,4,reg
1422,30,0,-0.79624808,2,3,reg
1423,32,0,-0.59028018,10,10,reg
1424,27,0,-0.06728372,0,1,reg
1425,22,1,-1.0099211,0,0,reg
1426,34,6,-0.46363157,1,1,reg
1427,37,1,0.88678247,0,0,reg
1428,24,0,0.30522463,0,0,reg
1429,28,0,-0.87048346,0,0,reg
1430,16,1,-1.3157533,3,4,reg
1431,NA,0,-0.54169744,NA,NA,reg
1432,39,1,0.38179988,3,4,reg
1433,32,0,-0.075920001,NA,NA,reg
1434,20,0,-1.0858641,0,0,reg
1435,20,0,0.88678247,12,0,irreg
1436,61,1,0.25758731,1,3,reg
1437,51,0,-1.9696244,3,3,reg
1438,40,0,-0.47993225,0,0,reg
1439,23,0,-1.888853,NA,NA,reg
1440,28,0,0.88678247,0,2,reg
1441,18,4,-0.1357865,0,0,reg
1442,24,0,0.88678247,NA,NA,reg
1443,38,8,-0.53651333,NA,NA,reg
1444,NA,0,0.39288607,1,1,reg
1445,33,0,-0.010241032,0,0,reg
1446,19,0,0.26567224,0,0,reg
1447,30,8,-0.080933593,0,0,reg
1448,24,1,0.88678247,0,0,reg
1449,NA,0,0.38179988,2,1,reg
1450,41,1,-0.47592384,1,4,reg
1451,36,0,0.88678247,0,0,reg
1452,20,0,0.28331673,0,0,reg
1453,25,0,0.25758731,0,0,reg
1454,NA,4,0.88678247,0,1,reg
1455,50,0,0.88678247,0,1,reg
1456,27,0,-0.16686191,0,0,reg
1457,27,2,-0.40720469,0,0,reg
1458,29,0,0.88678247,0,2,reg
1459,37,0,-0.55404812,0,0,reg
1460,15,4,0.30522463,0,0,reg
1461,40,0,0.38179988,0,0,reg
1462,25,0,-2.5534945,0,1,irreg
1463,NA,2,-2.8655179,NA,NA,irreg
1464,24,2,-0.10451905,1,2,reg
1465,19,7,0.88678247,0,0,reg
1466,19,0,-0.080933593,NA,NA,reg
1467,27,0,0.88678247,1,0,reg
1468,29,6,-0.50680459,0,0,irreg
1469,NA,1,0.88678247,NA,NA,reg
1470,16,1,0.30522463,0,0,reg
1471,29,0,-2.2991602,0,0,reg
1472,22,5,0.31142372,5,8,irreg
1473,34,1,-0.3077184,0,0,reg
1474,28,1,-0.080933593,1,4,reg
1475,41,1,-0.84713197,1,2,reg
1476,34,0,-0.080933593,0,0,reg
1477,25,1,0.39288607,0,0,reg
1478,26,2,-0.27303874,NA,NA,reg
1479,27,0,0.88678247,0,0,reg
1480,35,0,-1.2067657,1,2,reg
1481,27,0,-0.86280274,0,1,reg
1482,19,5,0.38179988,0,0,reg
1483,24,0,-0.3077184,0,0,reg
1484,29,0,-0.47993225,0,0,reg
1485,NA,6,-0.92967963,NA,NA,reg
1486,38,4,0.38179988,0,0,reg
1487,35,0,0.39288607,NA,NA,reg
1488,20,1,-0.010241032,3,4,reg
1489,26,0,-0.072321698,0,1,reg
1490,15,0,-0.080933593,0,1,reg
1491,31,8,0.88678247,3,5,reg
1492,31,8,0.88678247,0,0,reg
1493,22,6,-1.3738586,NA,NA,reg
1494,24,0,0.88678247,0,0,reg
1495,29,1,-1.3915789,0,0,reg
1496,35,0,0.25758731,1,2,reg
1497,45,0,-0.080933593,0,0,reg
1498,NA,2,0.38179988,0,0,reg
1499,18,0,-1.2151403,0,0,reg
1500,21,1,-0.32053608,0,0,reg
1501,49,0,-0.17797375,12,12,reg
1502,19,2,0.13725428,0,0,reg
1503,26,1,0.88678247,0,0,reg
1504,39,3,-1.0378895,NA,NA,reg
1505,56,0,-0.2671169,0,0,reg
1506,24,0,-0.38694817,0,2,reg
1507,20,0,-0.27303874,NA,NA,reg
1508,19,1,0.88678247,0,0,reg
1509,32,0,-0.55404812,0,0,irreg
1510,33,0,-1.2260792,0,0,reg
1511,21,1,0.30522463,0,0,reg
1512,31,0,-1.9012288,0,0,reg
1513,18,0,-0.50160456,0,0,reg
1514,41,4,0.88678247,0,0,reg
1515,NA,1,0.88678247,2,3,reg
1516,26,1,0.30522463,NA,NA,reg
1517,37,7,0.38179988,0,0,reg
1518,NA,1,0.88678247,10,12,reg
1519,19,1,0.30522463,0,0,reg
1520,25,2,-0.57423437,0,0,reg
1521,15,0,-0.21490689,4,6,reg
1522,26,0,-2.8655179,12,12,reg
1523,30,0,0.39288607,0,0,reg
1524,26,1,0.88678247,0,0,reg
1525,25,0,0.31142372,NA,NA,reg
1526,NA,7,0.38179988,NA,NA,reg
1527,54,5,-0.1357865,0,0,irreg
1528,45,0,-1.3968008,1,1,reg
1529,15,0,-0.21159379,0,0,reg
1530,18,2,-1.1168234,1,1,reg
1531,36,0,0.88678247,0,0,reg
1532,35,0,-0.30191109,12,12,reg
1533,21,0,0.31142372,0,0,reg
1534,25,1,-0.080933593,1,2,reg
1535,19,0,0.88678247,2,4,irreg
1536,59,3,-0.7454893,1,2,reg
1537,29,1,0.88678247,0,0,reg
1538,27,0,0.88678247,0,1,irreg
1539,18,0,-0.86521816,0,0,reg
1540,17,1,0.88678247,0,0,reg
1541,38,8,0.88678247,0,1,reg
1542,NA,0,-0.66169423,0,0,reg
1543,49,2,0.88678247,0,0,reg
1544,57,0,-1.1772599,1,2,reg
1545,32,0,-0.55558604,0,0,reg
1546,25,2,0.39288607,0,2,irreg
1547,25,6,0.13725428,0,1,reg
1548,32,1,0.38179988,0,0,reg
1549,33,0,-0.76717037,0,2,reg
1550,39,0,-0.47993225,12,12,reg
1551,21,0,0.25758731,5,5,reg
1552,31,2,0.88678247,0,1,reg
1553,19,0,-0.1357865,0,1,reg
1554,17,1,0.88678247,0,0,reg
1555,18,1,-0.93190694,0,3,reg
1556,29,2,0.39288607,0,0,reg
1557,16,0,0.25758731,0,0,reg
1558,NA,0,-2.2146485,0,2,reg
1559,27,1,0.31142372,0,6,reg
1560,30,0,-0.55404812,0,0,reg
1561,24,1,-1.0121213,NA,NA,reg
1562,36,1,0.88678247,0,0,reg
1563,42,0,-0.20973253,10,12,reg
1564,33,4,0.88678247,1,1,reg
1565,NA,0,-0.080933593,0,1,reg
1566,34,2,0.88678247,1,1,reg
1567,51,5,-0.11297655,1,1,reg
1568,19,0,0.25758731,0,0,reg
1569,26,7,0.14066601,NA,NA,reg
1570,26,0,0.31142372,0,2,reg
1571,32,3,-0.70207882,2,5,reg
1572,18,8,-0.45594811,0,1,reg
1573,28,0,0.88678247,4,4,reg
1574,37,2,0.38179988,0,3,reg
1575,52,1,0.30522463,0,0,irreg
1576,25,0,-0.15298566,0,0,reg
1577,29,5,0.30522463,0,3,reg
1578,24,1,-1.0837269,4,4,reg
1579,28,2,-0.072321698,0,2,reg
1580,18,1,0.30522463,NA,NA,reg
1581,18,0,-1.0757804,0,0,reg
1582,43,7,0.88678247,0,4,reg
1583,32,4,-0.06728372,0,4,reg
1584,36,5,-0.16686191,1,1,reg
1585,15,0,-1.2075897,0,1,reg
1586,NA,0,0.38179988,NA,NA,reg
1587,20,0,-0.56063688,0,0,reg
1588,31,1,0.26567224,0,2,reg
1589,28,1,0.88678247,0,0,reg
1590,43,2,0.88678247,0,0,reg
1591,14,0,-0.11297655,0,2,reg
1592,23,0,-0.88237911,1,1,reg
1593,16,0,-0.47993225,1,1,reg
1594,23,0,-0.17797375,NA,NA,reg
1595,23,2,-0.080933593,0,0,reg
1596,19,7,0.88678247,0,0,irreg
1597,46,0,-0.17162523,7,10,reg
1598,54,5,0.28331673,NA,NA,reg
1599,28,0,-0.1195383,2,2,reg
1600,27,1,-0.43735144,NA,NA,irreg
